 BRA14 3    7006      Pw    3.4730 0.0050  5.0  0.0 4 0  4.94e-05 earthnote 1588353687.11661 1                                                                                                                      
 BRA14 3    7007      Pw    3.4199 0.0050  5.0  0.0 4 0  4.86e-05 earthnote 1588353684.80879 1                                                                                                                      
 BRA14 3    7008      Pw    3.3722 0.0050  5.0  0.0 4 0  4.79e-05 earthnote 1588353682.34179 1                                                                                                                      
 BRA14 3    7009      Pw    3.3270 0.0050  5.0  0.0 4 0  4.72e-05 earthnote 1588353680.54075 1                                                                                                                      
 BRA14 3    7010      Pw    3.2877 0.0050  5.0  0.0 4 0  4.66e-05 earthnote 1588353677.84111 1                                                                                                                      
 BRA14 3    7011      Pw    3.2533 0.0050  5.0  0.0 4 0  4.61e-05 earthnote 1588353675.57513 1                                                                                                                      
 BRA14 3    7012      Pw    3.2274 0.0050  5.0  0.0 4 0  4.57e-05 earthnote 1588353672.38748 1                                                                                                                      
 BRA14 3    7013      Pw    3.2084 0.0050  5.0  0.0 4 0  4.54e-05 earthnote 1588353670.88024 1                                                                                                                      
 BRA14 3    7014      Pw    3.1930 0.0050  5.0  0.0 4 0  4.52e-05 earthnote 1588353668.21750 1                                                                                                                      
 BRA14 3    7015      Pw    3.1834 0.0050  5.0  0.0 4 0  4.50e-05 earthnote 1588353666.22683 1                                                                                                                      
 BRA14 3    7016      Pw    3.1796 0.0050  5.0  0.0 4 0  4.49e-05 earthnote 1588353664.44141 1                                                                                                                      
 BRA14 3    7017      Pw    3.1817 0.0050  5.0  0.0 4 0  4.49e-05 earthnote 1588353662.08808 1                                                                                                                      
 BRA14 3    7018      Pw    3.1881 0.0050  5.0  0.0 4 0  4.50e-05 earthnote 1588353660.56331 1                                                                                                                      
 BRA14 3    7019      Pw    3.2020 0.0050  5.0  0.0 4 0  4.52e-05 earthnote 1588353658.21224 1                                                                                                                      
 BRA14 3    7020      Pw    3.2206 0.0050  5.0  0.0 4 0  4.55e-05 earthnote 1588353656.06947 1                                                                                                                      
 BRA14 3    7021      Pw    3.2466 0.0050  5.0  0.0 4 0  4.59e-05 earthnote 1588353652.97094 1                                                                                                                      
 BRA14 3    7022      Pw    3.2783 0.0050  5.0  0.0 4 0  4.64e-05 earthnote 1588353650.46839 1                                                                                                                      
 BRA14 3    7023      Pw    3.3163 0.0050  5.0  0.0 4 0  4.69e-05 earthnote 1588353648.69052 1                                                                                                                      
 BRA14 3    7024      Pw    3.3574 0.0050  5.0  0.0 4 0  4.75e-05 earthnote 1588353645.92913 1                                                                                                                      
 BRA14 3    7025      Pw    3.4020 0.0050  5.0  0.0 4 0  4.81e-05 earthnote 1588353643.57056 1                                                                                                                      
 BRA14 3    7026      Pw    3.4530 0.0050  5.0  0.0 4 0  4.89e-05 earthnote 1588353641.51986 1                                                                                                                      
 BRA14 3    7027      Pw    3.5088 0.0050  5.0  0.0 4 0  4.97e-05 earthnote 1588353639.21930 1                                                                                                                      
 BRA14 3    9001      Pw    3.2736 0.0050  5.0  0.0 4 0  4.64e-05 earthnote 1588353690.26922 1                                                                                                                      
 BRA14 3    9002      Pw    3.1869 0.0050  5.0  0.0 4 0  4.51e-05 earthnote 1588353692.81347 1                                                                                                                      
 BRA14 3    9003      Pw    3.1051 0.0050  5.0  0.0 4 0  4.38e-05 earthnote 1588353694.94614 1                                                                                                                      
 BRA14 3    9004      Pw    3.0286 0.0050  5.0  0.0 4 0  4.27e-05 earthnote 1588353697.96723 1                                                                                                                      
 BRA14 3    9005      Pw    2.9539 0.0050  5.0  0.0 4 0  4.15e-05 earthnote 1588353768.70961 1                                                                                                                      
 BRA14 3    9006      Pw    2.8852 0.0050  5.0  0.0 4 0  4.05e-05 earthnote 1588353770.74292 1                                                                                                                      
 BRA14 3    9007      Pw    2.8198 0.0050  5.0  0.0 4 0  3.95e-05 earthnote 1588353772.92808 1                                                                                                                      
 BRA14 3    9008      Pw    2.7634 0.0050  5.0  0.0 4 0  3.86e-05 earthnote 1588353774.99308 1                                                                                                                      
 BRA14 3    9009      Pw    2.7116 0.0050  5.0  0.0 4 0  3.78e-05 earthnote 1588353776.79634 1                                                                                                                      
 BRA14 3    9010      Pw    2.6630 0.0050  5.0  0.0 4 0  3.70e-05 earthnote 1588353778.06145 1                                                                                                                      
 BRA14 3    9011      Pw    2.6223 0.0050  5.0  0.0 4 0  3.64e-05 earthnote 1588353780.32359 1                                                                                                                      
 BRA14 3    9012      Pw    2.5912 0.0050  5.0  0.0 4 0  3.59e-05 earthnote 1588353782.92311 1                                                                                                                      
 BRA14 3    9013      Pw    2.5655 0.0050  5.0  0.0 4 0  3.55e-05 earthnote 1588353803.78056 1                                                                                                                      
 BRA14 3    9014      Pw    2.5462 0.0050  5.0  0.0 4 0  3.52e-05 earthnote 1588353806.58037 1                                                                                                                      
 BRA14 3    9015      Pw    2.5342 0.0050  5.0  0.0 4 0  3.50e-05 earthnote 1588353808.57102 1                                                                                                                      
 BRA14 3    9016      Pw    2.5332 0.0050  5.0  0.0 4 0  3.49e-05 earthnote 1588353811.19569 1                                                                                                                      
 BRA14 3    9017      Pw    2.5345 0.0050  5.0  0.0 4 0  3.49e-05 earthnote 1588353813.64254 1                                                                                                                      
 BRA14 3    9018      Pw    2.5446 0.0050  5.0  0.0 4 0  3.51e-05 earthnote 1588353815.15719 1                                                                                                                      
 BRA14 3    9019      Pw    2.5611 0.0050  5.0  0.0 4 0  3.53e-05 earthnote 1588353817.20931 1                                                                                                                      
 BRA14 3    9020      Pw    2.5864 0.0050  5.0  0.0 4 0  3.56e-05 earthnote 1588353819.78933 1                                                                                                                      
 BRA14 3    9021      Pw    2.6164 0.0050  5.0  0.0 4 0  3.61e-05 earthnote 1588353821.42363 1                                                                                                                      
 BRA14 3    9022      Pw    2.6531 0.0050  5.0  0.0 4 0  3.66e-05 earthnote 1588353822.71154 1                                                                                                                      
 BRA14 3    9023      Pw    2.7023 0.0050  5.0  0.0 4 0  3.74e-05 earthnote 1588353824.68141 1                                                                                                                      
 BRA14 3    9024      Pw    2.7523 0.0050  5.0  0.0 4 0  3.81e-05 earthnote 1588353826.05970 1                                                                                                                      
 BRA14 3    9025      Pw    2.8083 0.0050  5.0  0.0 4 0  3.90e-05 earthnote 1588353827.75337 1                                                                                                                      
 BRA14 3    9026      Pw    2.8711 0.0050  5.0  0.0 4 0  3.99e-05 earthnote 1588353829.82741 1                                                                                                                      
 BRA14 3    9027      Pw    2.9373 0.0050  5.0  0.0 4 0  4.09e-05 earthnote 1588353831.18678 1                                                                                                                      
 BRA14 3    9028      Pw    3.0093 0.0050  5.0  0.0 4 0  4.20e-05 earthnote 1588353832.92652 1                                                                                                                      
 BRA14 3    9029      Pw    3.0859 0.0050  5.0  0.0 4 0  4.31e-05 earthnote 1588353834.57767 1                                                                                                                      
 BRA14 3    9030      Pw    3.1667 0.0050  5.0  0.0 4 0  4.43e-05 earthnote 1588353835.82745 1                                                                                                                      
 BRA14 3    9031      Pw    3.2520 0.0050  5.0  0.0 4 0  4.56e-05 earthnote 1588353837.42285 1                                                                                                                      
 BRA14 3    9032      Pw    3.3382 0.0050  5.0  0.0 4 0  4.69e-05 earthnote 1588353839.61713 1                                                                                                                      
 BRA14 3    9033      Pw    3.4290 0.0050  5.0  0.0 4 0  4.83e-05 earthnote 1588353842.60393 1                                                                                                                      
 BRA14 3    9034      Pw    3.5225 0.0050  5.0  0.0 4 0  4.97e-05 earthnote 1588353844.78716 1                                                                                                                      
 BRA14 3   10001      Pw    3.0371 0.0050  5.0  0.0 4 0  4.27e-05 earthnote 1588353849.66674 1                                                                                                                      
 BRA14 3   10002      Pw    2.9392 0.0050  5.0  0.0 4 0  4.12e-05 earthnote 1588353852.93792 1                                                                                                                      
