#Orca Tomo Shot File
#shotnumber date time sourceLat sourceLon shipLat shipLon waterDepth sciTag
001071 2019-01-26 22:31:37.162921 -62.476589 -58.312861 -62.476044 -58.311406 1579.9 BRAVOSEIS
001072 2019-01-26 22:33:12.613172 -62.475486 -58.309797 -62.474960 -58.308298 1579.6 BRAVOSEIS
001073 2019-01-26 22:34:48.253539 -62.474417 -58.306678 -62.473912 -58.305147 1583.7 BRAVOSEIS
001074 2019-01-26 22:36:24.011440 -62.473389 -58.303506 -62.472873 -58.301963 1589.7 BRAVOSEIS
001075 2019-01-26 22:38:00.453072 -62.472347 -58.300344 -62.471831 -58.298848 1596.8 BRAVOSEIS
001076 2019-01-26 22:39:36.658229 -62.471289 -58.297211 -62.470768 -58.295703 1604.4 BRAVOSEIS
001077 2019-01-26 22:41:12.664162 -62.470211 -58.294114 -62.469697 -58.292575 1594.6 BRAVOSEIS
001078 2019-01-26 22:42:48.519144 -62.469150 -58.290989 -62.468653 -58.289448 1598.9 BRAVOSEIS
001079 2019-01-26 22:44:24.333966 -62.468103 -58.287836 -62.467604 -58.286301 1617.9 BRAVOSEIS
001080 2019-01-26 22:46:00.558545 -62.467064 -58.284667 -62.466557 -58.283128 1644.3 BRAVOSEIS
001081 2019-01-26 22:47:36.500781 -62.466014 -58.281528 -62.465499 -58.279988 1648.7 BRAVOSEIS
001082 2019-01-26 22:49:12.649123 -62.464967 -58.278381 -62.464450 -58.276861 1653.8 BRAVOSEIS
001083 2019-01-26 22:50:48.624590 -62.463908 -58.275250 -62.463392 -58.273738 1658.3 BRAVOSEIS
001084 2019-01-26 22:52:24.361756 -62.462847 -58.272128 -62.462333 -58.270591 1662.6 BRAVOSEIS
001085 2019-01-26 22:54:00.294310 -62.461786 -58.269003 -62.461272 -58.267473 1671.5 BRAVOSEIS
001086 2019-01-26 22:55:36.024619 -62.460711 -58.265897 -62.460198 -58.264351 1676.0 BRAVOSEIS
001087 2019-01-26 22:57:11.405292 -62.459647 -58.262775 -62.459149 -58.261226 1683.8 BRAVOSEIS
001088 2019-01-26 22:58:46.834482 -62.458592 -58.259647 -62.458095 -58.258081 1689.1 BRAVOSEIS
001089 2019-01-26 23:00:23.237286 -62.457553 -58.256478 -62.457048 -58.254912 1710.1 BRAVOSEIS
001090 2019-01-26 23:01:59.322640 -62.456497 -58.253339 -62.455993 -58.251768 1716.1 BRAVOSEIS
001091 2019-01-26 23:03:35.698444 -62.455447 -58.250194 -62.454950 -58.248654 1720.5 BRAVOSEIS
001092 2019-01-26 23:05:12.270962 -62.454394 -58.247047 -62.453891 -58.245501 1729.3 BRAVOSEIS
001093 2019-01-26 23:06:48.390814 -62.453344 -58.243906 -62.452826 -58.242401 1733.5 BRAVOSEIS
001094 2019-01-26 23:08:24.189467 -62.452278 -58.240797 -62.451764 -58.239266 1737.3 BRAVOSEIS
001095 2019-01-26 23:09:59.919233 -62.451208 -58.237689 -62.450699 -58.236153 1742.7 BRAVOSEIS
001096 2019-01-26 23:11:35.575766 -62.450153 -58.234550 -62.449650 -58.233011 1744.9 BRAVOSEIS
001097 2019-01-26 23:13:11.496842 -62.449097 -58.231411 -62.448590 -58.229869 1745.5 BRAVOSEIS
001098 2019-01-26 23:14:47.172141 -62.448039 -58.228281 -62.447537 -58.226711 1745.5 BRAVOSEIS
001099 2019-01-26 23:16:23.234416 -62.446994 -58.225125 -62.446495 -58.223588 1747.7 BRAVOSEIS
001100 2019-01-26 23:17:58.971420 -62.445936 -58.221992 -62.445419 -58.220477 1750.4 BRAVOSEIS
001101 2019-01-26 23:19:34.679992 -62.444858 -58.218889 -62.444342 -58.217354 1752.3 BRAVOSEIS
001102 2019-01-26 23:21:10.094810 -62.443783 -58.215789 -62.443284 -58.214258 1756.3 BRAVOSEIS
001103 2019-01-26 23:22:45.686490 -62.442767 -58.212600 -62.442262 -58.211069 1767.2 BRAVOSEIS
001104 2019-01-26 23:24:20.846924 -62.441706 -58.209486 -62.441174 -58.207967 1771.3 BRAVOSEIS
001105 2019-01-26 23:25:55.906849 -62.440636 -58.206378 -62.440118 -58.204847 1788.4 BRAVOSEIS
001106 2019-01-26 23:27:32.177428 -62.439614 -58.203175 -62.439012 -58.201780 1815.3 BRAVOSEIS
003106 2019-01-26 23:41:14.187335 -62.432394 -58.214533 -62.432884 -58.216088 1791.2 BRAVOSEIS
003105 2019-01-26 23:42:51.319376 -62.433478 -58.217633 -62.433955 -58.219216 1770.1 BRAVOSEIS
003104 2019-01-26 23:44:28.697494 -62.434458 -58.220881 -62.435014 -58.222357 1748.2 BRAVOSEIS
003103 2019-01-26 23:46:15.650245 -62.436003 -58.223175 -62.436590 -58.224554 1744.7 BRAVOSEIS
003102 2019-01-26 23:47:55.253043 -62.437000 -58.226408 -62.437444 -58.228022 1740.1 BRAVOSEIS
003101 2019-01-26 23:49:33.701442 -62.438089 -58.229539 -62.438588 -58.231084 1737.6 BRAVOSEIS
003100 2019-01-26 23:51:08.790401 -62.439161 -58.232661 -62.439605 -58.234296 1739.5 BRAVOSEIS
003099 2019-01-26 23:52:44.649347 -62.440119 -58.235947 -62.440632 -58.237510 1735.3 BRAVOSEIS
003098 2019-01-26 23:54:18.347020 -62.441200 -58.239039 -62.441701 -58.240578 1728.5 BRAVOSEIS
003097 2019-01-26 23:55:52.107295 -62.442256 -58.242175 -62.442759 -58.243719 1729.5 BRAVOSEIS
003096 2019-01-26 23:57:25.429403 -62.443300 -58.245322 -62.443803 -58.246858 1727.7 BRAVOSEIS
003095 2019-01-26 23:58:58.576708 -62.444381 -58.248425 -62.444839 -58.250044 1723.3 BRAVOSEIS
003094 2019-01-27 00:00:32.972707 -62.445169 -58.251903 -62.445522 -58.253625 1720.6 BRAVOSEIS
003093 2019-01-27 00:02:10.605662 -62.446050 -58.255389 -62.446573 -58.256898 1719.6 BRAVOSEIS
003092 2019-01-27 00:03:44.601089 -62.447131 -58.258486 -62.447645 -58.260026 1713.9 BRAVOSEIS
003091 2019-01-27 00:05:18.286732 -62.448194 -58.261608 -62.448700 -58.263133 1688.9 BRAVOSEIS
003090 2019-01-27 00:06:52.404455 -62.449247 -58.264750 -62.449743 -58.266290 1668.0 BRAVOSEIS
003089 2019-01-27 00:08:25.745178 -62.450292 -58.267892 -62.450802 -58.269443 1664.4 BRAVOSEIS
003088 2019-01-27 00:09:59.755339 -62.451378 -58.270981 -62.451904 -58.272483 1661.0 BRAVOSEIS
003087 2019-01-27 00:11:33.327235 -62.452472 -58.274050 -62.452979 -58.275623 1632.1 BRAVOSEIS
003086 2019-01-27 00:13:06.831513 -62.453517 -58.277208 -62.454018 -58.278742 1618.2 BRAVOSEIS
003085 2019-01-27 00:14:40.454090 -62.454583 -58.280328 -62.455078 -58.281893 1623.9 BRAVOSEIS
003084 2019-01-27 00:16:13.887873 -62.455611 -58.283503 -62.456113 -58.285038 1623.9 BRAVOSEIS
003083 2019-01-27 00:17:48.023903 -62.456667 -58.286639 -62.457178 -58.288178 1614.0 BRAVOSEIS
003082 2019-01-27 00:19:22.055052 -62.457708 -58.289803 -62.458218 -58.291320 1587.5 BRAVOSEIS
003081 2019-01-27 00:20:55.533284 -62.458767 -58.292928 -62.459282 -58.294452 1571.8 BRAVOSEIS
003080 2019-01-27 00:22:29.220656 -62.459839 -58.296031 -62.460349 -58.297590 1563.9 BRAVOSEIS
003079 2019-01-27 00:24:02.307210 -62.460867 -58.299203 -62.461387 -58.300764 1563.4 BRAVOSEIS
003078 2019-01-27 00:25:35.837781 -62.461917 -58.302353 -62.462434 -58.303878 1567.3 BRAVOSEIS
003077 2019-01-27 00:27:09.212399 -62.462983 -58.305456 -62.463499 -58.307013 1556.5 BRAVOSEIS
003076 2019-01-27 00:28:43.201438 -62.464036 -58.308606 -62.464549 -58.310145 1554.7 BRAVOSEIS
003075 2019-01-27 00:30:16.826771 -62.465081 -58.311758 -62.465603 -58.313309 1555.5 BRAVOSEIS
003074 2019-01-27 00:31:50.790549 -62.466158 -58.314875 -62.466665 -58.316408 1552.4 BRAVOSEIS
003073 2019-01-27 00:33:24.356249 -62.467211 -58.318022 -62.467717 -58.319557 1550.7 BRAVOSEIS
003072 2019-01-27 00:34:57.782170 -62.468256 -58.321172 -62.468771 -58.322720 1547.9 BRAVOSEIS
003071 2019-01-27 00:36:31.734459 -62.469311 -58.324306 -62.469819 -58.325831 1542.7 BRAVOSEIS
003070 2019-01-27 00:38:05.534113 -62.470353 -58.327467 -62.470866 -58.328995 1532.3 BRAVOSEIS
003069 2019-01-27 00:39:39.082376 -62.471394 -58.330625 -62.471924 -58.332139 1515.8 BRAVOSEIS
003068 2019-01-27 00:41:12.979956 -62.472458 -58.333753 -62.472985 -58.335261 1510.9 BRAVOSEIS
003067 2019-01-27 00:42:46.618086 -62.473508 -58.336894 -62.474042 -58.338413 1498.6 BRAVOSEIS
003066 2019-01-27 00:44:20.050580 -62.474564 -58.340036 -62.475088 -58.341538 1487.5 BRAVOSEIS
003065 2019-01-27 00:45:53.167278 -62.475617 -58.343175 -62.476143 -58.344677 1482.2 BRAVOSEIS
003064 2019-01-27 00:47:26.083869 -62.476672 -58.346314 -62.477205 -58.347832 1492.8 BRAVOSEIS
053049 2019-01-27 01:10:48.526316 -62.492500 -58.393392 -62.493009 -58.394941 1560.2 BRAVOSEIS
053048 2019-01-27 01:12:21.774445 -62.493572 -58.396506 -62.494068 -58.398063 1564.6 BRAVOSEIS
053047 2019-01-27 01:13:54.588802 -62.494628 -58.399636 -62.495123 -58.401222 1568.3 BRAVOSEIS
053046 2019-01-27 01:15:27.399423 -62.495664 -58.402803 -62.496159 -58.404365 1571.1 BRAVOSEIS
053045 2019-01-27 01:17:00.255438 -62.496714 -58.405950 -62.497217 -58.407514 1571.3 BRAVOSEIS
053044 2019-01-27 01:18:33.278043 -62.497778 -58.409086 -62.498278 -58.410663 1576.6 BRAVOSEIS
053043 2019-01-27 01:20:05.982985 -62.498833 -58.412217 -62.499331 -58.413778 1582.1 BRAVOSEIS
053042 2019-01-27 01:21:38.866731 -62.499897 -58.415344 -62.500389 -58.416917 1586.6 BRAVOSEIS
053041 2019-01-27 01:23:12.508720 -62.500947 -58.418506 -62.501430 -58.420073 1588.1 BRAVOSEIS
053040 2019-01-27 01:24:45.479053 -62.502003 -58.421644 -62.502486 -58.423229 1590.1 BRAVOSEIS
053039 2019-01-27 01:26:18.756340 -62.503053 -58.424803 -62.503540 -58.426391 1592.7 BRAVOSEIS
053038 2019-01-27 01:27:51.773380 -62.504106 -58.427947 -62.504586 -58.429508 1593.0 BRAVOSEIS
053037 2019-01-27 01:29:24.616111 -62.505156 -58.431094 -62.505647 -58.432664 1592.2 BRAVOSEIS
053036 2019-01-27 01:30:58.096816 -62.506225 -58.434222 -62.506708 -58.435808 1586.8 BRAVOSEIS
053035 2019-01-27 01:32:31.383672 -62.507281 -58.437361 -62.507756 -58.438938 1598.0 BRAVOSEIS
053034 2019-01-27 01:34:05.117158 -62.508328 -58.440511 -62.508804 -58.442087 1607.5 BRAVOSEIS
053033 2019-01-27 01:35:38.472460 -62.509381 -58.443653 -62.509859 -58.445224 1614.5 BRAVOSEIS
053032 2019-01-27 01:37:11.981990 -62.510428 -58.446803 -62.510917 -58.448379 1625.9 BRAVOSEIS
053031 2019-01-27 01:38:46.087195 -62.511475 -58.449967 -62.511969 -58.451549 1626.1 BRAVOSEIS
053030 2019-01-27 01:40:19.891193 -62.512539 -58.453094 -62.513022 -58.454656 1627.7 BRAVOSEIS
053029 2019-01-27 01:41:53.925381 -62.513592 -58.456233 -62.514076 -58.457814 1629.2 BRAVOSEIS
053028 2019-01-27 01:43:27.546791 -62.514650 -58.459372 -62.515139 -58.460960 1630.8 BRAVOSEIS
053027 2019-01-27 01:45:00.971541 -62.515708 -58.462506 -62.516186 -58.464074 1630.6 BRAVOSEIS
053026 2019-01-27 01:46:34.822507 -62.516764 -58.465642 -62.517236 -58.467236 1630.7 BRAVOSEIS
053025 2019-01-27 01:48:08.463419 -62.517817 -58.468797 -62.518293 -58.470389 1630.4 BRAVOSEIS
053024 2019-01-27 01:49:41.866897 -62.518858 -58.471953 -62.519337 -58.473538 1630.0 BRAVOSEIS
053023 2019-01-27 01:51:15.472075 -62.519900 -58.475111 -62.520383 -58.476678 1630.1 BRAVOSEIS
053022 2019-01-27 01:52:48.697707 -62.520964 -58.478236 -62.521447 -58.479810 1630.1 BRAVOSEIS
053021 2019-01-27 01:54:21.863691 -62.522014 -58.481392 -62.522499 -58.482980 1630.4 BRAVOSEIS
053020 2019-01-27 01:55:54.857128 -62.523064 -58.484539 -62.523558 -58.486127 1630.3 BRAVOSEIS
053019 2019-01-27 01:57:27.892355 -62.524128 -58.487667 -62.524610 -58.489247 1629.7 BRAVOSEIS
053018 2019-01-27 01:59:00.731357 -62.525181 -58.490814 -62.525664 -58.492399 1629.5 BRAVOSEIS
053017 2019-01-27 02:00:34.227735 -62.526236 -58.493958 -62.526724 -58.495548 1629.5 BRAVOSEIS
053016 2019-01-27 02:02:08.356156 -62.527289 -58.497114 -62.527766 -58.498698 1629.9 BRAVOSEIS
053015 2019-01-27 02:03:42.700790 -62.528331 -58.500275 -62.528809 -58.501844 1630.2 BRAVOSEIS
053014 2019-01-27 02:05:16.315727 -62.529375 -58.503436 -62.529863 -58.504995 1630.0 BRAVOSEIS
053013 2019-01-27 02:06:49.674237 -62.530442 -58.506567 -62.530933 -58.508139 1629.4 BRAVOSEIS
053012 2019-01-27 02:08:23.160790 -62.531497 -58.509703 -62.531994 -58.511279 1629.0 BRAVOSEIS
053011 2019-01-27 02:09:57.447137 -62.532531 -58.512875 -62.533016 -58.514451 1628.7 BRAVOSEIS
053010 2019-01-27 02:11:31.381086 -62.533594 -58.516011 -62.534081 -58.517579 1628.2 BRAVOSEIS
053009 2019-01-27 02:13:04.915280 -62.534661 -58.519133 -62.535139 -58.520745 1628.1 BRAVOSEIS
053008 2019-01-27 02:14:38.578338 -62.535744 -58.522231 -62.536188 -58.523864 1626.9 BRAVOSEIS
053007 2019-01-27 02:16:13.077924 -62.536772 -58.525419 -62.537209 -58.527055 1626.3 BRAVOSEIS
053006 2019-01-27 02:17:47.236085 -62.537769 -58.528656 -62.538241 -58.530257 1625.8 BRAVOSEIS
053005 2019-01-27 02:19:21.508081 -62.538836 -58.531781 -62.539324 -58.533351 1625.5 BRAVOSEIS
053004 2019-01-27 02:20:55.714868 -62.539903 -58.534917 -62.540377 -58.536524 1625.4 BRAVOSEIS
053003 2019-01-27 02:22:29.647796 -62.540917 -58.538122 -62.541399 -58.539695 1625.7 BRAVOSEIS
053002 2019-01-27 02:24:03.648083 -62.541969 -58.541267 -62.542466 -58.542832 1625.9 BRAVOSEIS
053001 2019-01-27 02:25:37.919398 -62.543039 -58.544406 -62.543397 -58.546153 1625.5 BRAVOSEIS
005001 2019-01-27 02:37:45.779444 -62.535722 -58.555803 -62.535198 -58.554296 1625.9 BRAVOSEIS
005002 2019-01-27 02:39:17.452562 -62.534711 -58.552594 -62.534159 -58.551112 1626.2 BRAVOSEIS
005003 2019-01-27 02:40:49.143364 -62.533653 -58.549458 -62.533098 -58.548022 1626.2 BRAVOSEIS
005004 2019-01-27 02:42:21.195605 -62.532575 -58.546336 -62.532010 -58.544910 1627.3 BRAVOSEIS
005005 2019-01-27 02:43:52.508401 -62.531472 -58.543269 -62.530937 -58.541774 1626.6 BRAVOSEIS
005006 2019-01-27 02:45:24.325723 -62.530475 -58.540031 -62.529925 -58.538585 1627.4 BRAVOSEIS
005007 2019-01-27 02:46:55.868329 -62.529439 -58.536872 -62.528877 -58.535446 1627.4 BRAVOSEIS
005008 2019-01-27 02:48:27.012055 -62.528394 -58.533719 -62.527817 -58.532299 1628.1 BRAVOSEIS
005009 2019-01-27 02:49:58.720330 -62.527328 -58.530597 -62.526753 -58.529162 1628.5 BRAVOSEIS
005010 2019-01-27 02:51:30.481043 -62.526278 -58.527442 -62.525693 -58.526000 1628.8 BRAVOSEIS
005011 2019-01-27 02:53:02.671037 -62.525222 -58.524292 -62.524646 -58.522883 1629.5 BRAVOSEIS
005012 2019-01-27 02:54:34.683625 -62.524150 -58.521181 -62.523584 -58.519740 1630.5 BRAVOSEIS
005013 2019-01-27 02:56:06.720864 -62.523108 -58.518017 -62.522532 -58.516580 1631.5 BRAVOSEIS
005014 2019-01-27 02:57:38.241904 -62.522044 -58.514892 -62.521478 -58.513458 1632.1 BRAVOSEIS
005015 2019-01-27 02:59:09.955353 -62.520975 -58.511767 -62.520430 -58.510298 1632.4 BRAVOSEIS
005016 2019-01-27 03:00:42.019242 -62.519953 -58.508572 -62.519400 -58.507104 1632.6 BRAVOSEIS
005017 2019-01-27 03:02:14.033404 -62.518897 -58.505428 -62.518352 -58.503952 1632.3 BRAVOSEIS
005018 2019-01-27 03:03:46.020419 -62.517850 -58.502269 -62.517298 -58.500807 1632.8 BRAVOSEIS
005019 2019-01-27 03:05:17.832431 -62.516800 -58.499119 -62.516241 -58.497635 1632.8 BRAVOSEIS
005020 2019-01-27 03:06:49.632058 -62.515739 -58.495992 -62.515190 -58.494531 1632.7 BRAVOSEIS
005021 2019-01-27 03:08:21.414651 -62.514672 -58.492875 -62.514125 -58.491377 1632.9 BRAVOSEIS
005022 2019-01-27 03:09:53.288281 -62.513611 -58.489742 -62.513074 -58.488252 1632.9 BRAVOSEIS
005023 2019-01-27 03:11:25.341942 -62.512569 -58.486586 -62.512027 -58.485077 1632.8 BRAVOSEIS
005024 2019-01-27 03:12:57.867299 -62.511528 -58.483406 -62.510982 -58.481927 1631.6 BRAVOSEIS
005025 2019-01-27 03:14:30.487175 -62.510483 -58.480247 -62.509932 -58.478780 1629.6 BRAVOSEIS
005026 2019-01-27 03:16:03.312676 -62.509425 -58.477111 -62.508876 -58.475620 1630.3 BRAVOSEIS
005027 2019-01-27 03:17:36.204385 -62.508367 -58.473978 -62.507826 -58.472502 1628.7 BRAVOSEIS
005028 2019-01-27 03:19:09.396842 -62.507325 -58.470814 -62.506790 -58.469317 1628.7 BRAVOSEIS
005029 2019-01-27 03:20:42.825874 -62.506286 -58.467644 -62.505735 -58.466162 1630.4 BRAVOSEIS
005030 2019-01-27 03:22:16.281835 -62.505239 -58.464494 -62.504690 -58.463036 1627.2 BRAVOSEIS
005031 2019-01-27 03:23:50.350638 -62.504175 -58.461342 -62.503622 -58.459882 1622.0 BRAVOSEIS
005032 2019-01-27 03:25:22.826028 -62.503089 -58.458267 -62.502561 -58.456779 1616.9 BRAVOSEIS
005033 2019-01-27 03:26:55.970617 -62.502064 -58.455078 -62.501532 -58.453578 1612.8 BRAVOSEIS
005034 2019-01-27 03:28:28.947671 -62.501000 -58.451961 -62.500460 -58.450444 1605.2 BRAVOSEIS
005035 2019-01-27 03:30:02.138961 -62.499953 -58.448803 -62.499426 -58.447308 1594.8 BRAVOSEIS
005036 2019-01-27 03:31:35.830838 -62.498900 -58.445650 -62.498370 -58.444159 1586.8 BRAVOSEIS
005037 2019-01-27 03:33:08.964044 -62.497836 -58.442511 -62.497311 -58.441010 1584.1 BRAVOSEIS
005038 2019-01-27 03:34:41.934249 -62.496789 -58.439369 -62.496261 -58.437876 1578.3 BRAVOSEIS
005039 2019-01-27 03:36:14.654608 -62.495725 -58.436242 -62.495214 -58.434744 1572.9 BRAVOSEIS
005040 2019-01-27 03:37:47.549120 -62.494694 -58.433075 -62.494173 -58.431568 1564.5 BRAVOSEIS
005041 2019-01-27 03:39:20.608021 -62.493644 -58.429928 -62.493110 -58.428426 1559.1 BRAVOSEIS
