#Edifice A MCS Shot File
#shotnumber date time sourceLat sourceLon shipLat shipLon waterDepth sciTag
203149 2019-02-01 03:32:45.145030 -62.776487 -59.817413 -62.777282 -59.816562 1057.4 BRAVOSEIS
203150 2019-02-01 03:33:02.655413 -62.776780 -59.817054 -62.777572 -59.816190 1055.6 BRAVOSEIS
203151 2019-02-01 03:33:20.113855 -62.777068 -59.816676 -62.777865 -59.815815 1052.4 BRAVOSEIS
203152 2019-02-01 03:33:37.506417 -62.777358 -59.816307 -62.778154 -59.815447 1047.9 BRAVOSEIS
203153 2019-02-01 03:33:54.707574 -62.777648 -59.815928 -62.778446 -59.815080 1042.2 BRAVOSEIS
203154 2019-02-01 03:34:12.265745 -62.777936 -59.815549 -62.778739 -59.814714 1038.6 BRAVOSEIS
203155 2019-02-01 03:34:29.991417 -62.778228 -59.815183 -62.779033 -59.814355 1035.6 BRAVOSEIS
203156 2019-02-01 03:34:47.570471 -62.778518 -59.814815 -62.779318 -59.814003 1033.5 BRAVOSEIS
203157 2019-02-01 03:35:05.041754 -62.778814 -59.814465 -62.779610 -59.813640 1032.0 BRAVOSEIS
203158 2019-02-01 03:35:22.619983 -62.779107 -59.814102 -62.779905 -59.813268 1031.1 BRAVOSEIS
203159 2019-02-01 03:35:40.040662 -62.779401 -59.813744 -62.780196 -59.812895 1030.5 BRAVOSEIS
203160 2019-02-01 03:35:57.446707 -62.779693 -59.813378 -62.780489 -59.812524 1029.7 BRAVOSEIS
203161 2019-02-01 03:36:14.928021 -62.779983 -59.813010 -62.780781 -59.812155 1029.4 BRAVOSEIS
203162 2019-02-01 03:36:32.434024 -62.780272 -59.812630 -62.781074 -59.811790 1027.1 BRAVOSEIS
203163 2019-02-01 03:36:49.969377 -62.780563 -59.812260 -62.781360 -59.811438 1026.0 BRAVOSEIS
203164 2019-02-01 03:37:07.485731 -62.780855 -59.811903 -62.781650 -59.811075 1024.9 BRAVOSEIS
203165 2019-02-01 03:37:25.336115 -62.781148 -59.811548 -62.781943 -59.810715 1024.1 BRAVOSEIS
203166 2019-02-01 03:37:43.353732 -62.781442 -59.811191 -62.782237 -59.810362 1024.5 BRAVOSEIS
203167 2019-02-01 03:38:01.395700 -62.781739 -59.810830 -62.782536 -59.809995 1023.6 BRAVOSEIS
203168 2019-02-01 03:38:18.790149 -62.782029 -59.810485 -62.782827 -59.809642 1023.1 BRAVOSEIS
203169 2019-02-01 03:38:36.774765 -62.782324 -59.810122 -62.783122 -59.809289 1022.6 BRAVOSEIS
203170 2019-02-01 03:38:54.311759 -62.782624 -59.809774 -62.783413 -59.808919 1020.9 BRAVOSEIS
203171 2019-02-01 03:39:12.103947 -62.782918 -59.809425 -62.783705 -59.808549 1019.9 BRAVOSEIS
203172 2019-02-01 03:39:29.645185 -62.783210 -59.809060 -62.783998 -59.808172 1017.3 BRAVOSEIS
203173 2019-02-01 03:39:47.123732 -62.783500 -59.808693 -62.784290 -59.807815 1016.1 BRAVOSEIS
203174 2019-02-01 03:40:04.751132 -62.783791 -59.808322 -62.784587 -59.807455 1015.9 BRAVOSEIS
203175 2019-02-01 03:40:22.191547 -62.784090 -59.807961 -62.784885 -59.807101 1012.1 BRAVOSEIS
203176 2019-02-01 03:40:40.210546 -62.784385 -59.807625 -62.785179 -59.806741 1011.0 BRAVOSEIS
203177 2019-02-01 03:40:58.117558 -62.784679 -59.807281 -62.785475 -59.806384 1008.8 BRAVOSEIS
203178 2019-02-01 03:41:15.832166 -62.784976 -59.806934 -62.785770 -59.806030 1007.0 BRAVOSEIS
203179 2019-02-01 03:41:33.333766 -62.785273 -59.806581 -62.786063 -59.805672 1001.7 BRAVOSEIS
203180 2019-02-01 03:41:50.814606 -62.785568 -59.806235 -62.786360 -59.805309 1000.0 BRAVOSEIS
203181 2019-02-01 03:42:08.465194 -62.785865 -59.805883 -62.786654 -59.804945 990.5 BRAVOSEIS
203182 2019-02-01 03:42:26.084252 -62.786162 -59.805534 -62.786945 -59.804578 988.2 BRAVOSEIS
203183 2019-02-01 03:42:43.901505 -62.786456 -59.805178 -62.787238 -59.804193 984.0 BRAVOSEIS
203184 2019-02-01 03:43:01.585798 -62.786748 -59.804814 -62.787510 -59.803840 982.0 BRAVOSEIS
203185 2019-02-01 03:43:18.981142 -62.787036 -59.804440 -62.787795 -59.803463 981.2 BRAVOSEIS
203186 2019-02-01 03:43:36.585106 -62.787325 -59.804067 -62.788086 -59.803088 982.0 BRAVOSEIS
203187 2019-02-01 03:43:54.149716 -62.787615 -59.803688 -62.788379 -59.802715 982.7 BRAVOSEIS
203188 2019-02-01 03:44:11.557694 -62.787898 -59.803297 -62.788669 -59.802334 984.0 BRAVOSEIS
203189 2019-02-01 03:44:29.275890 -62.788190 -59.802921 -62.788960 -59.801955 987.2 BRAVOSEIS
203190 2019-02-01 03:44:46.678040 -62.788483 -59.802549 -62.789249 -59.801580 990.6 BRAVOSEIS
203191 2019-02-01 03:45:04.205981 -62.788770 -59.802166 -62.789541 -59.801209 996.8 BRAVOSEIS
203192 2019-02-01 03:45:21.684610 -62.789061 -59.801795 -62.789837 -59.800833 1001.0 BRAVOSEIS
203193 2019-02-01 03:45:39.135388 -62.789350 -59.801406 -62.790129 -59.800461 1003.2 BRAVOSEIS
203194 2019-02-01 03:45:56.690628 -62.789646 -59.801048 -62.790421 -59.800090 1004.1 BRAVOSEIS
203195 2019-02-01 03:46:14.226824 -62.789933 -59.800665 -62.790712 -59.799722 1004.3 BRAVOSEIS
203196 2019-02-01 03:46:31.776790 -62.790228 -59.800306 -62.791004 -59.799351 1004.8 BRAVOSEIS
203197 2019-02-01 03:46:49.363253 -62.790516 -59.799926 -62.791300 -59.798985 1005.0 BRAVOSEIS
203198 2019-02-01 03:47:06.955828 -62.790807 -59.799559 -62.791593 -59.798621 1003.2 BRAVOSEIS
203199 2019-02-01 03:47:24.567387 -62.791100 -59.799199 -62.791884 -59.798257 1000.0 BRAVOSEIS
203200 2019-02-01 03:47:42.434026 -62.791395 -59.798835 -62.792184 -59.797894 997.0 BRAVOSEIS
203201 2019-02-01 03:48:00.059182 -62.791687 -59.798471 -62.792464 -59.797557 994.9 BRAVOSEIS
203202 2019-02-01 03:48:17.692276 -62.791982 -59.798117 -62.792758 -59.797196 992.6 BRAVOSEIS
203203 2019-02-01 03:48:35.417072 -62.792277 -59.797765 -62.793052 -59.796834 990.3 BRAVOSEIS
203204 2019-02-01 03:48:53.159985 -62.792570 -59.797409 -62.793344 -59.796471 988.1 BRAVOSEIS
203205 2019-02-01 03:49:10.867861 -62.792867 -59.797054 -62.793636 -59.796105 986.4 BRAVOSEIS
203206 2019-02-01 03:49:28.556612 -62.793157 -59.796683 -62.793928 -59.795742 983.5 BRAVOSEIS
203207 2019-02-01 03:49:46.245158 -62.793450 -59.796325 -62.794216 -59.795369 981.7 BRAVOSEIS
203208 2019-02-01 03:50:04.098126 -62.793745 -59.795967 -62.794512 -59.795010 980.7 BRAVOSEIS
203209 2019-02-01 03:50:21.892279 -62.794034 -59.795582 -62.794812 -59.794653 977.7 BRAVOSEIS
203210 2019-02-01 03:50:39.631518 -62.794325 -59.795224 -62.795108 -59.794309 974.4 BRAVOSEIS
203211 2019-02-01 03:50:57.274054 -62.794624 -59.794882 -62.795406 -59.793964 970.4 BRAVOSEIS
203212 2019-02-01 03:51:14.931611 -62.794921 -59.794538 -62.795700 -59.793611 967.9 BRAVOSEIS
203213 2019-02-01 03:51:32.566959 -62.795219 -59.794199 -62.795997 -59.793250 966.3 BRAVOSEIS
203214 2019-02-01 03:51:50.296534 -62.795513 -59.793846 -62.796290 -59.792892 966.5 BRAVOSEIS
203215 2019-02-01 03:52:07.992817 -62.795812 -59.793497 -62.796583 -59.792527 971.0 BRAVOSEIS
203216 2019-02-01 03:52:25.696693 -62.796105 -59.793147 -62.796873 -59.792159 969.6 BRAVOSEIS
203217 2019-02-01 03:52:43.433839 -62.796400 -59.792790 -62.797155 -59.791797 965.0 BRAVOSEIS
203218 2019-02-01 03:53:01.127941 -62.796692 -59.792415 -62.797449 -59.791424 966.3 BRAVOSEIS
203219 2019-02-01 03:53:18.844819 -62.796983 -59.792049 -62.797738 -59.791049 963.1 BRAVOSEIS
203220 2019-02-01 03:53:36.591598 -62.797272 -59.791681 -62.798030 -59.790671 965.0 BRAVOSEIS
203221 2019-02-01 03:53:54.256963 -62.797565 -59.791306 -62.798322 -59.790302 966.7 BRAVOSEIS
203222 2019-02-01 03:54:11.954761 -62.797853 -59.790932 -62.798615 -59.789922 967.6 BRAVOSEIS
203223 2019-02-01 03:54:29.622936 -62.798143 -59.790562 -62.798905 -59.789550 970.5 BRAVOSEIS
203224 2019-02-01 03:54:47.371266 -62.798435 -59.790187 -62.799196 -59.789176 952.9 BRAVOSEIS
203225 2019-02-01 03:55:04.970721 -62.798723 -59.789816 -62.799480 -59.788818 950.1 BRAVOSEIS
203226 2019-02-01 03:55:22.655856 -62.799013 -59.789441 -62.799772 -59.788453 947.2 BRAVOSEIS
203227 2019-02-01 03:55:40.375230 -62.799304 -59.789070 -62.800064 -59.788086 946.6 BRAVOSEIS
203228 2019-02-01 03:55:58.123164 -62.799595 -59.788698 -62.800356 -59.787717 945.9 BRAVOSEIS
203229 2019-02-01 03:56:15.763706 -62.799888 -59.788331 -62.800648 -59.787347 946.6 BRAVOSEIS
203230 2019-02-01 03:56:33.457198 -62.800179 -59.787962 -62.800943 -59.786977 947.4 BRAVOSEIS
203231 2019-02-01 03:56:51.053693 -62.800470 -59.787593 -62.801230 -59.786615 943.7 BRAVOSEIS
203232 2019-02-01 03:57:08.735744 -62.800763 -59.787229 -62.801522 -59.786243 954.7 BRAVOSEIS
203233 2019-02-01 03:57:26.364677 -62.801052 -59.786860 -62.801817 -59.785872 951.3 BRAVOSEIS
203234 2019-02-01 03:57:43.959115 -62.801344 -59.786485 -62.802108 -59.785500 933.3 BRAVOSEIS
203235 2019-02-01 03:58:01.541590 -62.801636 -59.786124 -62.802400 -59.785136 930.5 BRAVOSEIS
203236 2019-02-01 03:58:19.218504 -62.801926 -59.785747 -62.802695 -59.784765 925.9 BRAVOSEIS
203237 2019-02-01 03:58:36.867559 -62.802215 -59.785379 -62.802986 -59.784399 923.4 BRAVOSEIS
203238 2019-02-01 03:58:54.475935 -62.802509 -59.785016 -62.803279 -59.784034 921.4 BRAVOSEIS
203239 2019-02-01 03:59:12.250699 -62.802800 -59.784640 -62.803576 -59.783665 913.5 BRAVOSEIS
203240 2019-02-01 03:59:29.870175 -62.803090 -59.784279 -62.803866 -59.783304 913.6 BRAVOSEIS
203241 2019-02-01 03:59:47.503845 -62.803385 -59.783920 -62.804160 -59.782936 908.4 BRAVOSEIS
203242 2019-02-01 04:00:05.221522 -62.803679 -59.783566 -62.804454 -59.782572 906.8 BRAVOSEIS
203243 2019-02-01 04:00:23.120145 -62.803973 -59.783194 -62.804751 -59.782214 902.2 BRAVOSEIS
203244 2019-02-01 04:00:40.863105 -62.804263 -59.782827 -62.805046 -59.781861 901.2 BRAVOSEIS
203245 2019-02-01 04:00:58.549232 -62.804559 -59.782480 -62.805325 -59.781532 900.1 BRAVOSEIS
203246 2019-02-01 04:01:16.203619 -62.804857 -59.782141 -62.805621 -59.781173 899.7 BRAVOSEIS
203247 2019-02-01 04:01:33.934701 -62.805154 -59.781791 -62.805915 -59.780811 898.2 BRAVOSEIS
203248 2019-02-01 04:01:51.748964 -62.805449 -59.781437 -62.806207 -59.780443 896.0 BRAVOSEIS
203249 2019-02-01 04:02:09.490218 -62.805744 -59.781084 -62.806496 -59.780074 894.5 BRAVOSEIS
203250 2019-02-01 04:02:27.110562 -62.806036 -59.780723 -62.806786 -59.779703 891.6 BRAVOSEIS
203251 2019-02-01 04:02:44.796449 -62.806326 -59.780351 -62.807076 -59.779331 890.5 BRAVOSEIS
203252 2019-02-01 04:03:02.468009 -62.806614 -59.779971 -62.807366 -59.778956 888.4 BRAVOSEIS
203253 2019-02-01 04:03:20.131394 -62.806903 -59.779595 -62.807659 -59.778576 887.2 BRAVOSEIS
203254 2019-02-01 04:03:37.823515 -62.807195 -59.779226 -62.807950 -59.778209 886.0 BRAVOSEIS
203255 2019-02-01 04:03:55.551050 -62.807484 -59.778853 -62.808244 -59.777841 885.9 BRAVOSEIS
203256 2019-02-01 04:04:13.230170 -62.807777 -59.778482 -62.808539 -59.777477 887.5 BRAVOSEIS
203257 2019-02-01 04:04:30.940440 -62.808067 -59.778108 -62.808832 -59.777118 888.0 BRAVOSEIS
203258 2019-02-01 04:04:48.647089 -62.808362 -59.777756 -62.809126 -59.776757 890.9 BRAVOSEIS
203259 2019-02-01 04:05:06.368403 -62.808656 -59.777397 -62.809418 -59.776390 892.1 BRAVOSEIS
203260 2019-02-01 04:05:24.100985 -62.808950 -59.777042 -62.809700 -59.776036 891.0 BRAVOSEIS
203261 2019-02-01 04:05:41.724858 -62.809243 -59.776684 -62.809994 -59.775670 890.2 BRAVOSEIS
203262 2019-02-01 04:05:59.392404 -62.809533 -59.776313 -62.810288 -59.775309 889.5 BRAVOSEIS
203263 2019-02-01 04:06:17.029052 -62.809829 -59.775956 -62.810579 -59.774938 885.9 BRAVOSEIS
203264 2019-02-01 04:06:34.738926 -62.810123 -59.775596 -62.810872 -59.774558 882.0 BRAVOSEIS
203265 2019-02-01 04:06:52.389100 -62.810415 -59.775233 -62.811160 -59.774178 876.3 BRAVOSEIS
203266 2019-02-01 04:07:10.008931 -62.810700 -59.774843 -62.811452 -59.773802 871.1 BRAVOSEIS
203267 2019-02-01 04:07:27.736216 -62.810987 -59.774457 -62.811739 -59.773444 867.6 BRAVOSEIS
203268 2019-02-01 04:07:45.416986 -62.811276 -59.774076 -62.812030 -59.773075 863.8 BRAVOSEIS
203269 2019-02-01 04:08:03.110761 -62.811566 -59.773705 -62.812323 -59.772711 859.5 BRAVOSEIS
203270 2019-02-01 04:08:20.760902 -62.811858 -59.773342 -62.812615 -59.772347 850.4 BRAVOSEIS
203271 2019-02-01 04:08:38.360497 -62.812150 -59.772976 -62.812908 -59.771980 843.6 BRAVOSEIS
203272 2019-02-01 04:08:56.086494 -62.812444 -59.772617 -62.813203 -59.771612 835.4 BRAVOSEIS
203273 2019-02-01 04:09:13.778351 -62.812737 -59.772251 -62.813496 -59.771252 826.2 BRAVOSEIS
203274 2019-02-01 04:09:31.527059 -62.813026 -59.771880 -62.813789 -59.770888 813.9 BRAVOSEIS
203275 2019-02-01 04:09:49.315510 -62.813321 -59.771522 -62.814077 -59.770523 801.5 BRAVOSEIS
203276 2019-02-01 04:10:07.066814 -62.813612 -59.771151 -62.814370 -59.770156 789.2 BRAVOSEIS
203277 2019-02-01 04:10:24.750116 -62.813904 -59.770781 -62.814662 -59.769793 778.5 BRAVOSEIS
203278 2019-02-01 04:10:42.524325 -62.814196 -59.770419 -62.814958 -59.769428 763.5 BRAVOSEIS
203279 2019-02-01 04:11:00.135544 -62.814488 -59.770058 -62.815250 -59.769062 748.7 BRAVOSEIS
203280 2019-02-01 04:11:17.714247 -62.814782 -59.769694 -62.815542 -59.768699 733.3 BRAVOSEIS
203281 2019-02-01 04:11:35.410640 -62.815073 -59.769337 -62.815835 -59.768342 719.7 BRAVOSEIS
203282 2019-02-01 04:11:53.132701 -62.815367 -59.768968 -62.816133 -59.767977 704.7 BRAVOSEIS
203283 2019-02-01 04:12:10.836896 -62.815660 -59.768616 -62.816424 -59.767613 689.3 BRAVOSEIS
203284 2019-02-01 04:12:28.572856 -62.815957 -59.768265 -62.816718 -59.767252 674.0 BRAVOSEIS
203285 2019-02-01 04:12:46.363984 -62.816248 -59.767893 -62.817012 -59.766892 662.6 BRAVOSEIS
203286 2019-02-01 04:13:04.067352 -62.816541 -59.767532 -62.817305 -59.766519 642.6 BRAVOSEIS
203287 2019-02-01 04:13:21.818892 -62.816835 -59.767177 -62.817596 -59.766146 629.4 BRAVOSEIS
203288 2019-02-01 04:13:39.618251 -62.817127 -59.766813 -62.817876 -59.765790 629.6 BRAVOSEIS
203289 2019-02-01 04:13:57.361512 -62.817418 -59.766442 -62.818167 -59.765417 600.9 BRAVOSEIS
203290 2019-02-01 04:14:15.109189 -62.817709 -59.766065 -62.818458 -59.765044 584.3 BRAVOSEIS
203291 2019-02-01 04:14:32.742016 -62.817996 -59.765688 -62.818749 -59.764678 578.2 BRAVOSEIS
203292 2019-02-01 04:14:50.494452 -62.818285 -59.765304 -62.819042 -59.764309 562.2 BRAVOSEIS
203293 2019-02-01 04:15:08.123693 -62.818574 -59.764936 -62.819331 -59.763941 555.0 BRAVOSEIS
203294 2019-02-01 04:15:25.806326 -62.818870 -59.764577 -62.819627 -59.763569 556.6 BRAVOSEIS
203295 2019-02-01 04:15:43.529058 -62.819158 -59.764201 -62.819918 -59.763199 531.1 BRAVOSEIS
203296 2019-02-01 04:16:01.236832 -62.819449 -59.763826 -62.820211 -59.762830 531.9 BRAVOSEIS
203297 2019-02-01 04:16:18.884270 -62.819738 -59.763456 -62.820502 -59.762470 533.5 BRAVOSEIS
203298 2019-02-01 04:16:36.664827 -62.820031 -59.763088 -62.820801 -59.762109 527.4 BRAVOSEIS
203299 2019-02-01 04:16:54.267285 -62.820321 -59.762722 -62.821095 -59.761756 525.1 BRAVOSEIS
203300 2019-02-01 04:17:11.924489 -62.820616 -59.762366 -62.821391 -59.761403 523.6 BRAVOSEIS
203301 2019-02-01 04:17:29.480862 -62.820914 -59.762021 -62.821685 -59.761044 525.8 BRAVOSEIS
203302 2019-02-01 04:17:47.097498 -62.821206 -59.761659 -62.821982 -59.760683 527.3 BRAVOSEIS
203303 2019-02-01 04:18:04.644995 -62.821506 -59.761313 -62.822276 -59.760320 532.1 BRAVOSEIS
203304 2019-02-01 04:18:22.269232 -62.821799 -59.760963 -62.822571 -59.759957 543.6 BRAVOSEIS
203305 2019-02-01 04:18:39.914763 -62.822092 -59.760598 -62.822866 -59.759600 548.9 BRAVOSEIS
203306 2019-02-01 04:18:57.613391 -62.822385 -59.760240 -62.823158 -59.759233 566.0 BRAVOSEIS
203307 2019-02-01 04:19:15.332465 -62.822683 -59.759890 -62.823448 -59.758863 606.3 BRAVOSEIS
203308 2019-02-01 04:19:33.125378 -62.822973 -59.759527 -62.823724 -59.758506 0.0 BRAVOSEIS
203309 2019-02-01 04:19:50.872407 -62.823266 -59.759161 -62.824015 -59.758137 645.9 BRAVOSEIS
203310 2019-02-01 04:20:08.601746 -62.823555 -59.758787 -62.824305 -59.757763 648.7 BRAVOSEIS
203311 2019-02-01 04:20:26.403947 -62.823846 -59.758410 -62.824596 -59.757386 652.4 BRAVOSEIS
203312 2019-02-01 04:20:44.189700 -62.824130 -59.758019 -62.824886 -59.757017 658.7 BRAVOSEIS
203313 2019-02-01 04:21:01.959349 -62.824422 -59.757647 -62.825180 -59.756641 683.4 BRAVOSEIS
203314 2019-02-01 04:21:19.877031 -62.824711 -59.757275 -62.825472 -59.756278 684.0 BRAVOSEIS
203315 2019-02-01 04:21:37.709541 -62.825004 -59.756910 -62.825766 -59.755915 685.5 BRAVOSEIS
203316 2019-02-01 04:21:55.629307 -62.825297 -59.756546 -62.826060 -59.755554 682.5 BRAVOSEIS
203317 2019-02-01 04:22:13.381632 -62.825593 -59.756199 -62.826355 -59.755184 674.2 BRAVOSEIS
203318 2019-02-01 04:22:31.167941 -62.825882 -59.755830 -62.826645 -59.754818 673.4 BRAVOSEIS
203319 2019-02-01 04:22:48.729743 -62.826175 -59.755464 -62.826935 -59.754446 673.3 BRAVOSEIS
203320 2019-02-01 04:23:06.523266 -62.826466 -59.755085 -62.827226 -59.754073 673.3 BRAVOSEIS
203321 2019-02-01 04:23:24.282550 -62.826757 -59.754721 -62.827505 -59.753709 677.8 BRAVOSEIS
203322 2019-02-01 04:23:41.980647 -62.827048 -59.754349 -62.827801 -59.753337 687.8 BRAVOSEIS
203323 2019-02-01 04:23:59.715061 -62.827336 -59.753971 -62.828096 -59.752985 692.6 BRAVOSEIS
203324 2019-02-01 04:24:17.456347 -62.827626 -59.753598 -62.828393 -59.752621 700.2 BRAVOSEIS
203325 2019-02-01 04:24:35.159201 -62.827920 -59.753238 -62.828687 -59.752264 712.4 BRAVOSEIS
203326 2019-02-01 04:24:52.877371 -62.828214 -59.752877 -62.828984 -59.751899 724.0 BRAVOSEIS
203327 2019-02-01 04:25:10.555687 -62.828511 -59.752534 -62.829275 -59.751531 750.1 BRAVOSEIS
203328 2019-02-01 04:25:28.284928 -62.828804 -59.752174 -62.829569 -59.751162 776.8 BRAVOSEIS
203329 2019-02-01 04:25:46.030247 -62.829094 -59.751800 -62.829850 -59.750801 780.0 BRAVOSEIS
203330 2019-02-01 04:26:03.811989 -62.829386 -59.751429 -62.830144 -59.750435 800.1 BRAVOSEIS
203331 2019-02-01 04:26:21.531751 -62.829678 -59.751063 -62.830432 -59.750060 826.9 BRAVOSEIS
203332 2019-02-01 04:26:39.273456 -62.829968 -59.750690 -62.830722 -59.749686 848.5 BRAVOSEIS
203333 2019-02-01 04:26:57.093286 -62.830254 -59.750305 -62.831017 -59.749309 859.9 BRAVOSEIS
203334 2019-02-01 04:27:14.780356 -62.830545 -59.749933 -62.831304 -59.748942 869.5 BRAVOSEIS
203335 2019-02-01 04:27:32.151938 -62.830834 -59.749560 -62.831591 -59.748568 870.9 BRAVOSEIS
203336 2019-02-01 04:27:49.970880 -62.831121 -59.749168 -62.831886 -59.748203 873.8 BRAVOSEIS
203337 2019-02-01 04:28:07.613791 -62.831411 -59.748796 -62.832181 -59.747832 880.9 BRAVOSEIS
203338 2019-02-01 04:28:25.446610 -62.831703 -59.748435 -62.832473 -59.747469 879.6 BRAVOSEIS
203339 2019-02-01 04:28:43.382720 -62.831994 -59.748062 -62.832769 -59.747113 880.7 BRAVOSEIS
203340 2019-02-01 04:29:01.150393 -62.832286 -59.747694 -62.833068 -59.746758 883.0 BRAVOSEIS
203341 2019-02-01 04:29:18.889240 -62.832579 -59.747335 -62.833363 -59.746405 889.0 BRAVOSEIS
203342 2019-02-01 04:29:36.526451 -62.832878 -59.746988 -62.833658 -59.746043 900.6 BRAVOSEIS
203343 2019-02-01 04:29:54.128516 -62.833172 -59.746632 -62.833954 -59.745681 902.2 BRAVOSEIS
203344 2019-02-01 04:30:11.715185 -62.833465 -59.746273 -62.834248 -59.745324 899.7 BRAVOSEIS
203345 2019-02-01 04:30:29.305134 -62.833759 -59.745913 -62.834546 -59.744962 915.7 BRAVOSEIS
203346 2019-02-01 04:30:46.904953 -62.834054 -59.745560 -62.834840 -59.744603 917.7 BRAVOSEIS
203347 2019-02-01 04:31:04.515731 -62.834348 -59.745204 -62.835134 -59.744246 921.4 BRAVOSEIS
203348 2019-02-01 04:31:22.160158 -62.834643 -59.744853 -62.835429 -59.743896 923.6 BRAVOSEIS
203349 2019-02-01 04:31:39.801284 -62.834938 -59.744495 -62.835710 -59.743557 926.6 BRAVOSEIS
203350 2019-02-01 04:31:57.463357 -62.835237 -59.744154 -62.836003 -59.743195 929.8 BRAVOSEIS
203351 2019-02-01 04:32:15.047966 -62.835530 -59.743797 -62.836297 -59.742836 934.8 BRAVOSEIS
203352 2019-02-01 04:32:32.734586 -62.835826 -59.743442 -62.836589 -59.742469 938.8 BRAVOSEIS
203353 2019-02-01 04:32:50.374433 -62.836121 -59.743091 -62.836880 -59.742103 942.1 BRAVOSEIS
203354 2019-02-01 04:33:07.933113 -62.836414 -59.742735 -62.837171 -59.741737 945.7 BRAVOSEIS
203355 2019-02-01 04:33:25.519456 -62.836707 -59.742367 -62.837462 -59.741366 950.6 BRAVOSEIS
203356 2019-02-01 04:33:43.123576 -62.836997 -59.741995 -62.837756 -59.740988 953.0 BRAVOSEIS
203357 2019-02-01 04:34:00.693481 -62.837288 -59.741626 -62.838049 -59.740610 949.8 BRAVOSEIS
203358 2019-02-01 04:34:18.154209 -62.837577 -59.741248 -62.838340 -59.740245 961.5 BRAVOSEIS
203359 2019-02-01 04:34:35.673276 -62.837868 -59.740876 -62.838632 -59.739876 983.4 BRAVOSEIS
203360 2019-02-01 04:34:53.199069 -62.838157 -59.740504 -62.838922 -59.739506 952.9 BRAVOSEIS
203361 2019-02-01 04:35:10.878767 -62.838452 -59.740145 -62.839215 -59.739137 950.5 BRAVOSEIS
203362 2019-02-01 04:35:28.500547 -62.838740 -59.739769 -62.839505 -59.738770 951.2 BRAVOSEIS
203363 2019-02-01 04:35:46.162001 -62.839032 -59.739394 -62.839801 -59.738395 956.7 BRAVOSEIS
203364 2019-02-01 04:36:03.771512 -62.839323 -59.739030 -62.840080 -59.738032 957.7 BRAVOSEIS
203365 2019-02-01 04:36:21.396082 -62.839616 -59.738662 -62.840369 -59.737661 963.5 BRAVOSEIS
203366 2019-02-01 04:36:39.312097 -62.839903 -59.738281 -62.840661 -59.737287 970.5 BRAVOSEIS
203367 2019-02-01 04:36:56.904474 -62.840191 -59.737898 -62.840956 -59.736913 986.5 BRAVOSEIS
