#Orca MCS Shot File Test
#shotnumber date time sourceLat sourceLon shipLat shipLon waterDepth sciTag
101139 2019-01-21 11:58:34.158496 -62.491452 -58.180549 -62.490788 -58.181767 1791.4 BRAVOSEIS
101140 2019-01-21 11:58:52.081829 -62.491169 -58.180923 -62.490516 -58.182184 1791.0 BRAVOSEIS
101141 2019-01-21 11:59:09.986595 -62.490882 -58.181319 -62.490239 -58.182611 1790.9 BRAVOSEIS
101142 2019-01-21 11:59:28.160462 -62.490608 -58.181740 -62.489967 -58.183052 1791.7 BRAVOSEIS
101143 2019-01-21 11:59:44.881268 -62.490328 -58.182160 -62.489708 -58.183509 1791.8 BRAVOSEIS
101144 2019-01-21 12:00:01.285308 -62.490057 -58.182590 -62.489446 -58.183972 1791.5 BRAVOSEIS
101145 2019-01-21 12:00:17.993328 -62.489800 -58.183083 -62.489182 -58.184422 1791.5 BRAVOSEIS
101146 2019-01-21 12:00:34.521758 -62.489548 -58.183565 -62.488914 -58.184883 1791.6 BRAVOSEIS
101147 2019-01-21 12:00:50.983835 -62.489282 -58.184019 -62.488643 -58.185320 1790.7 BRAVOSEIS
101148 2019-01-21 12:01:07.600697 -62.489015 -58.184479 -62.488364 -58.185753 1790.7 BRAVOSEIS
101149 2019-01-21 12:01:23.768962 -62.488754 -58.184919 -62.488092 -58.186171 1791.9 BRAVOSEIS
101150 2019-01-21 12:01:40.066827 -62.488482 -58.185336 -62.487817 -58.186592 1792.0 BRAVOSEIS
101151 2019-01-21 12:01:56.341480 -62.488198 -58.185739 -62.487540 -58.187018 1792.0 BRAVOSEIS
101152 2019-01-21 12:02:12.571207 -62.487929 -58.186175 -62.487267 -58.187432 1791.4 BRAVOSEIS
101153 2019-01-21 12:02:28.932455 -62.487662 -58.186587 -62.487000 -58.187872 1792.1 BRAVOSEIS
101154 2019-01-21 12:02:45.457394 -62.487378 -58.187002 -62.486723 -58.188292 1792.3 BRAVOSEIS
101155 2019-01-21 12:03:01.909302 -62.487108 -58.187439 -62.486443 -58.188718 1792.0 BRAVOSEIS
101156 2019-01-21 12:03:18.272501 -62.486837 -58.187867 -62.486173 -58.189145 1792.3 BRAVOSEIS
101157 2019-01-21 12:03:34.656967 -62.486563 -58.188283 -62.485901 -58.189569 1791.9 BRAVOSEIS
101158 2019-01-21 12:03:51.213604 -62.486282 -58.188711 -62.485623 -58.190014 1792.0 BRAVOSEIS
101159 2019-01-21 12:04:07.750641 -62.486011 -58.189146 -62.485366 -58.190440 1792.8 BRAVOSEIS
101160 2019-01-21 12:04:24.097159 -62.485746 -58.189586 -62.485091 -58.190850 1792.5 BRAVOSEIS
101161 2019-01-21 12:04:40.648576 -62.485466 -58.190014 -62.484809 -58.191264 1793.2 BRAVOSEIS
101162 2019-01-21 12:04:57.026280 -62.485192 -58.190417 -62.484541 -58.191686 1792.7 BRAVOSEIS
101163 2019-01-21 12:05:13.331293 -62.484918 -58.190812 -62.484273 -58.192101 1792.3 BRAVOSEIS
101164 2019-01-21 12:05:29.820980 -62.484651 -58.191253 -62.484004 -58.192536 1792.2 BRAVOSEIS
101165 2019-01-21 12:05:46.199114 -62.484369 -58.191669 -62.483728 -58.192968 1792.0 BRAVOSEIS
101166 2019-01-21 12:06:02.666841 -62.484100 -58.192105 -62.483457 -58.193411 1792.5 BRAVOSEIS
101167 2019-01-21 12:06:18.834557 -62.483831 -58.192533 -62.483190 -58.193849 1792.8 BRAVOSEIS
101168 2019-01-21 12:06:35.068915 -62.483564 -58.192978 -62.482921 -58.194283 1791.4 BRAVOSEIS
101169 2019-01-21 12:06:51.274086 -62.483295 -58.193420 -62.482646 -58.194724 1790.9 BRAVOSEIS
101170 2019-01-21 12:07:07.468594 -62.483032 -58.193868 -62.482373 -58.195148 1789.6 BRAVOSEIS
101171 2019-01-21 12:07:23.671110 -62.482758 -58.194301 -62.482094 -58.195572 1787.9 BRAVOSEIS
101172 2019-01-21 12:07:39.721996 -62.482484 -58.194727 -62.481820 -58.195995 1788.5 BRAVOSEIS
101173 2019-01-21 12:07:55.899713 -62.482204 -58.195142 -62.481546 -58.196429 1789.7 BRAVOSEIS
101174 2019-01-21 12:08:11.957135 -62.481929 -58.195552 -62.481280 -58.196865 1788.5 BRAVOSEIS
101175 2019-01-21 12:08:28.154184 -62.481658 -58.195983 -62.481010 -58.197303 1789.2 BRAVOSEIS
101176 2019-01-21 12:08:44.297983 -62.481396 -58.196438 -62.480735 -58.197740 1789.0 BRAVOSEIS
101177 2019-01-21 12:09:00.558334 -62.481121 -58.196869 -62.480460 -58.198170 1790.4 BRAVOSEIS
101178 2019-01-21 12:09:16.728961 -62.480850 -58.197308 -62.480189 -58.198603 1790.5 BRAVOSEIS
101179 2019-01-21 12:09:32.996559 -62.480585 -58.197740 -62.479930 -58.199009 1790.4 BRAVOSEIS
101180 2019-01-21 12:09:49.156999 -62.480311 -58.198156 -62.479657 -58.199424 1790.9 BRAVOSEIS
101181 2019-01-21 12:10:05.328727 -62.480034 -58.198565 -62.479385 -58.199844 1790.9 BRAVOSEIS
101182 2019-01-21 12:10:21.743443 -62.479760 -58.198995 -62.479113 -58.200271 1790.2 BRAVOSEIS
101183 2019-01-21 12:10:38.086780 -62.479490 -58.199429 -62.478839 -58.200699 1790.0 BRAVOSEIS
101184 2019-01-21 12:10:54.269826 -62.479209 -58.199853 -62.478566 -58.201131 1790.5 BRAVOSEIS
101185 2019-01-21 12:11:10.520815 -62.478937 -58.200270 -62.478292 -58.201559 1787.8 BRAVOSEIS
101186 2019-01-21 12:11:26.720870 -62.478661 -58.200688 -62.478022 -58.201998 1787.3 BRAVOSEIS
101187 2019-01-21 12:11:42.940960 -62.478391 -58.201114 -62.477753 -58.202436 1786.9 BRAVOSEIS
101188 2019-01-21 12:11:59.131124 -62.478130 -58.201572 -62.477485 -58.202866 1786.4 BRAVOSEIS
101189 2019-01-21 12:12:15.201256 -62.477863 -58.202006 -62.477217 -58.203298 1786.1 BRAVOSEIS
101190 2019-01-21 12:12:31.467078 -62.477589 -58.202433 -62.476941 -58.203738 1785.9 BRAVOSEIS
101191 2019-01-21 12:12:47.722691 -62.477318 -58.202872 -62.476667 -58.204171 1785.4 BRAVOSEIS
101192 2019-01-21 12:13:03.867742 -62.477049 -58.203307 -62.476396 -58.204603 1792.2 BRAVOSEIS
101193 2019-01-21 12:13:20.042694 -62.476779 -58.203739 -62.476119 -58.205019 1786.1 BRAVOSEIS
101194 2019-01-21 12:13:36.235880 -62.476507 -58.204161 -62.475842 -58.205435 1784.5 BRAVOSEIS
101195 2019-01-21 12:13:52.613769 -62.476223 -58.204560 -62.475562 -58.205853 1783.7 BRAVOSEIS
101196 2019-01-21 12:14:08.920512 -62.475948 -58.204984 -62.475291 -58.206264 1783.2 BRAVOSEIS
101197 2019-01-21 12:14:25.346399 -62.475673 -58.205388 -62.475027 -58.206710 1781.7 BRAVOSEIS
101198 2019-01-21 12:14:41.936492 -62.475398 -58.205827 -62.474762 -58.207131 1783.4 BRAVOSEIS
101199 2019-01-21 12:14:58.154556 -62.475135 -58.206274 -62.474492 -58.207557 1783.4 BRAVOSEIS
101200 2019-01-21 12:15:14.235402 -62.474864 -58.206690 -62.474226 -58.207989 1781.7 BRAVOSEIS
101201 2019-01-21 12:15:30.409086 -62.474592 -58.207127 -62.473954 -58.208418 1781.9 BRAVOSEIS
101202 2019-01-21 12:15:46.639706 -62.474329 -58.207560 -62.473682 -58.208855 1781.5 BRAVOSEIS
101203 2019-01-21 12:16:02.693685 -62.474056 -58.208003 -62.473411 -58.209286 1781.3 BRAVOSEIS
101204 2019-01-21 12:16:18.994644 -62.473780 -58.208417 -62.473140 -58.209717 1781.3 BRAVOSEIS
101205 2019-01-21 12:16:35.299224 -62.473504 -58.208845 -62.472858 -58.210133 1780.5 BRAVOSEIS
101206 2019-01-21 12:16:51.454158 -62.473241 -58.209311 -62.472588 -58.210551 1784.1 BRAVOSEIS
101207 2019-01-21 12:17:07.652283 -62.472960 -58.209687 -62.472315 -58.210974 1782.0 BRAVOSEIS
101208 2019-01-21 12:17:23.784897 -62.472682 -58.210106 -62.472046 -58.211407 1782.7 BRAVOSEIS
101209 2019-01-21 12:17:39.937646 -62.472410 -58.210535 -62.471772 -58.211849 1783.1 BRAVOSEIS
101210 2019-01-21 12:17:56.025578 -62.472145 -58.210980 -62.471503 -58.212285 1780.4 BRAVOSEIS
101211 2019-01-21 12:18:12.263743 -62.471873 -58.211409 -62.471235 -58.212734 1780.3 BRAVOSEIS
101212 2019-01-21 12:18:28.375611 -62.471606 -58.211859 -62.470962 -58.213173 1779.9 BRAVOSEIS
101213 2019-01-21 12:18:44.608101 -62.471344 -58.212303 -62.470696 -58.213604 1779.7 BRAVOSEIS
101214 2019-01-21 12:19:00.919702 -62.471070 -58.212729 -62.470424 -58.214039 1780.0 BRAVOSEIS
101215 2019-01-21 12:19:17.288994 -62.470800 -58.213170 -62.470146 -58.214468 1781.2 BRAVOSEIS
101216 2019-01-21 12:19:33.396650 -62.470535 -58.213610 -62.469883 -58.214882 1780.3 BRAVOSEIS
101217 2019-01-21 12:19:49.532612 -62.470253 -58.214029 -62.469607 -58.215310 1780.0 BRAVOSEIS
101218 2019-01-21 12:20:05.445238 -62.469993 -58.214466 -62.469341 -58.215734 1779.5 BRAVOSEIS
101219 2019-01-21 12:20:21.593818 -62.469718 -58.214876 -62.469061 -58.216150 1775.4 BRAVOSEIS
101220 2019-01-21 12:20:37.759254 -62.469450 -58.215321 -62.468782 -58.216558 1772.8 BRAVOSEIS
101221 2019-01-21 12:20:54.017395 -62.469163 -58.215707 -62.468500 -58.216971 1770.3 BRAVOSEIS
101222 2019-01-21 12:21:10.197407 -62.468889 -58.216139 -62.468215 -58.217379 1768.3 BRAVOSEIS
101223 2019-01-21 12:21:26.390637 -62.468616 -58.216569 -62.467924 -58.217756 1766.9 BRAVOSEIS
101224 2019-01-21 12:21:42.626229 -62.468322 -58.216952 -62.467644 -58.218156 1765.1 BRAVOSEIS
101225 2019-01-21 12:21:58.841738 -62.468035 -58.217326 -62.467382 -58.218584 1763.9 BRAVOSEIS
101226 2019-01-21 12:22:15.211290 -62.467737 -58.217678 -62.467122 -58.219048 1764.8 BRAVOSEIS
101227 2019-01-21 12:22:31.457415 -62.467472 -58.218117 -62.466875 -58.219511 1761.8 BRAVOSEIS
101228 2019-01-21 12:22:47.693247 -62.467212 -58.218596 -62.466618 -58.219996 1759.2 BRAVOSEIS
101229 2019-01-21 12:23:03.742751 -62.466966 -58.219087 -62.466361 -58.220466 1756.9 BRAVOSEIS
101230 2019-01-21 12:23:19.875442 -62.466711 -58.219569 -62.466099 -58.220928 1755.9 BRAVOSEIS
101231 2019-01-21 12:23:36.068840 -62.466460 -58.220045 -62.465842 -58.221398 1753.4 BRAVOSEIS
101232 2019-01-21 12:23:52.274200 -62.466196 -58.220498 -62.465581 -58.221875 1751.8 BRAVOSEIS
101233 2019-01-21 12:24:08.375376 -62.465936 -58.220982 -62.465317 -58.222338 1752.2 BRAVOSEIS
101234 2019-01-21 12:24:24.491941 -62.465685 -58.221456 -62.465051 -58.222786 1752.4 BRAVOSEIS
101235 2019-01-21 12:24:40.608725 -62.465426 -58.221916 -62.464785 -58.223217 1753.2 BRAVOSEIS
101236 2019-01-21 12:24:56.742266 -62.465163 -58.222379 -62.464513 -58.223653 1750.8 BRAVOSEIS
101237 2019-01-21 12:25:12.854643 -62.464887 -58.222785 -62.464240 -58.224076 1749.4 BRAVOSEIS
101238 2019-01-21 12:25:28.838506 -62.464622 -58.223236 -62.463961 -58.224493 1748.5 BRAVOSEIS
101239 2019-01-21 12:25:44.971560 -62.464352 -58.223660 -62.463688 -58.224910 1747.7 BRAVOSEIS
101240 2019-01-21 12:26:01.173437 -62.464068 -58.224072 -62.463412 -58.225336 1747.7 BRAVOSEIS
101241 2019-01-21 12:26:17.284402 -62.463796 -58.224489 -62.463139 -58.225756 1747.2 BRAVOSEIS
101242 2019-01-21 12:26:33.313016 -62.463525 -58.224912 -62.462865 -58.226184 1746.4 BRAVOSEIS
101243 2019-01-21 12:26:49.434337 -62.463250 -58.225327 -62.462594 -58.226616 1746.9 BRAVOSEIS
101244 2019-01-21 12:27:05.597041 -62.462973 -58.225747 -62.462321 -58.227046 1749.2 BRAVOSEIS
101245 2019-01-21 12:27:21.798947 -62.462703 -58.226190 -62.462046 -58.227474 1749.4 BRAVOSEIS
101246 2019-01-21 12:27:38.058913 -62.462430 -58.226622 -62.461770 -58.227909 1749.8 BRAVOSEIS
101247 2019-01-21 12:27:54.166426 -62.462154 -58.227040 -62.461497 -58.228332 1752.1 BRAVOSEIS
101248 2019-01-21 12:28:10.491407 -62.461879 -58.227466 -62.461223 -58.228763 1753.2 BRAVOSEIS
101249 2019-01-21 12:28:26.694747 -62.461611 -58.227910 -62.460954 -58.229215 1753.2 BRAVOSEIS
101250 2019-01-21 12:28:42.845395 -62.461337 -58.228324 -62.460704 -58.229633 1755.8 BRAVOSEIS
101251 2019-01-21 12:28:59.025774 -62.461066 -58.228772 -62.460424 -58.230065 1753.5 BRAVOSEIS
101252 2019-01-21 12:29:15.355403 -62.460803 -58.229224 -62.460147 -58.230494 1753.3 BRAVOSEIS
101253 2019-01-21 12:29:31.582236 -62.460533 -58.229654 -62.459877 -58.230915 1753.1 BRAVOSEIS
101254 2019-01-21 12:29:47.507250 -62.460259 -58.230067 -62.459606 -58.231339 1752.6 BRAVOSEIS
101255 2019-01-21 12:30:03.529988 -62.459987 -58.230487 -62.459338 -58.231771 1751.7 BRAVOSEIS
101256 2019-01-21 12:30:19.565207 -62.459715 -58.230918 -62.459059 -58.232177 1751.2 BRAVOSEIS
101257 2019-01-21 12:30:35.511783 -62.459444 -58.231348 -62.458790 -58.232601 1752.1 BRAVOSEIS
101258 2019-01-21 12:30:51.548209 -62.459161 -58.231746 -62.458514 -58.233033 1749.1 BRAVOSEIS
101259 2019-01-21 12:31:07.634138 -62.458887 -58.232164 -62.458245 -58.233468 1748.7 BRAVOSEIS
101260 2019-01-21 12:31:23.846917 -62.458614 -58.232599 -62.457969 -58.233907 1746.1 BRAVOSEIS
101261 2019-01-21 12:31:40.097163 -62.458352 -58.233056 -62.457696 -58.234339 1745.6 BRAVOSEIS
101262 2019-01-21 12:31:56.287720 -62.458078 -58.233475 -62.457423 -58.234763 1744.2 BRAVOSEIS
101263 2019-01-21 12:32:12.379824 -62.457798 -58.233893 -62.457150 -58.235197 1743.7 BRAVOSEIS
101264 2019-01-21 12:32:28.382990 -62.457531 -58.234332 -62.456882 -58.235631 1742.0 BRAVOSEIS
101265 2019-01-21 12:32:44.431438 -62.457264 -58.234761 -62.456618 -58.236072 1741.9 BRAVOSEIS
101266 2019-01-21 12:33:00.650262 -62.456989 -58.235193 -62.456345 -58.236509 1741.4 BRAVOSEIS
101267 2019-01-21 12:33:16.767296 -62.456724 -58.235646 -62.456071 -58.236949 1738.9 BRAVOSEIS
101268 2019-01-21 12:33:33.228255 -62.456465 -58.236093 -62.455794 -58.237372 1738.3 BRAVOSEIS
101269 2019-01-21 12:33:49.657618 -62.456189 -58.236518 -62.455526 -58.237795 1738.5 BRAVOSEIS
101270 2019-01-21 12:34:05.843367 -62.455907 -58.236924 -62.455246 -58.238229 1738.9 BRAVOSEIS
101271 2019-01-21 12:34:22.000932 -62.455635 -58.237370 -62.454969 -58.238655 1738.2 BRAVOSEIS
101272 2019-01-21 12:34:38.004574 -62.455365 -58.237774 -62.454718 -58.239047 1736.9 BRAVOSEIS
101273 2019-01-21 12:34:54.242665 -62.455086 -58.238188 -62.454441 -58.239470 1737.7 BRAVOSEIS
101274 2019-01-21 12:35:10.228415 -62.454828 -58.238639 -62.454173 -58.239899 1735.0 BRAVOSEIS
101275 2019-01-21 12:35:26.396170 -62.454545 -58.239048 -62.453903 -58.240327 1735.2 BRAVOSEIS
101276 2019-01-21 12:35:42.520331 -62.454273 -58.239464 -62.453634 -58.240752 1736.3 BRAVOSEIS
101277 2019-01-21 12:35:58.736900 -62.454001 -58.239896 -62.453369 -58.241210 1733.7 BRAVOSEIS
101278 2019-01-21 12:36:15.025202 -62.453724 -58.240311 -62.453111 -58.241671 1734.8 BRAVOSEIS
101279 2019-01-21 12:36:31.325491 -62.453460 -58.240754 -62.452851 -58.242140 1733.9 BRAVOSEIS
101280 2019-01-21 12:36:47.478261 -62.453198 -58.241231 -62.452585 -58.242593 1733.1 BRAVOSEIS
101281 2019-01-21 12:37:03.620233 -62.452948 -58.241714 -62.452316 -58.243043 1732.3 BRAVOSEIS
101282 2019-01-21 12:37:19.556945 -62.452682 -58.242155 -62.452050 -58.243494 1731.9 BRAVOSEIS
101283 2019-01-21 12:37:35.682485 -62.452414 -58.242624 -62.451772 -58.243940 1734.3 BRAVOSEIS
101284 2019-01-21 12:37:51.531621 -62.452150 -58.243067 -62.451499 -58.244367 1732.6 BRAVOSEIS
101285 2019-01-21 12:38:07.322440 -62.451880 -58.243500 -62.451228 -58.244799 1732.3 BRAVOSEIS
101286 2019-01-21 12:38:23.056483 -62.451612 -58.243935 -62.450951 -58.245221 1731.4 BRAVOSEIS
101287 2019-01-21 12:38:38.784284 -62.451339 -58.244358 -62.450674 -58.245630 1730.5 BRAVOSEIS
101288 2019-01-21 12:38:54.702124 -62.451068 -58.244781 -62.450401 -58.246049 1731.1 BRAVOSEIS
101289 2019-01-21 12:39:10.676336 -62.450785 -58.245172 -62.450127 -58.246458 1729.8 BRAVOSEIS
101290 2019-01-21 12:39:26.914319 -62.450505 -58.245581 -62.449860 -58.246860 1731.8 BRAVOSEIS
101291 2019-01-21 12:39:43.043113 -62.450235 -58.246001 -62.449589 -58.247286 1729.0 BRAVOSEIS
101292 2019-01-21 12:39:59.134466 -62.449956 -58.246419 -62.449315 -58.247712 1727.6 BRAVOSEIS
101293 2019-01-21 12:40:15.183311 -62.449691 -58.246867 -62.449047 -58.248141 1727.0 BRAVOSEIS
101294 2019-01-21 12:40:31.467707 -62.449407 -58.247257 -62.448774 -58.248582 1726.2 BRAVOSEIS
101295 2019-01-21 12:40:47.590344 -62.449145 -58.247706 -62.448504 -58.249013 1725.5 BRAVOSEIS
101296 2019-01-21 12:41:03.773415 -62.448866 -58.248131 -62.448241 -58.249446 1723.9 BRAVOSEIS
101297 2019-01-21 12:41:20.464300 -62.448602 -58.248567 -62.447966 -58.249879 1723.5 BRAVOSEIS
101298 2019-01-21 12:41:36.516705 -62.448333 -58.249015 -62.447693 -58.250307 1723.4 BRAVOSEIS
101299 2019-01-21 12:41:52.648021 -62.448057 -58.249446 -62.447420 -58.250740 1723.0 BRAVOSEIS
101300 2019-01-21 12:42:08.491916 -62.447790 -58.249862 -62.447150 -58.251169 1722.8 BRAVOSEIS
101301 2019-01-21 12:42:24.652534 -62.447514 -58.250308 -62.446872 -58.251599 1721.5 BRAVOSEIS
101302 2019-01-21 12:42:40.937883 -62.447244 -58.250730 -62.446595 -58.252020 1721.5 BRAVOSEIS
101303 2019-01-21 12:42:56.767174 -62.446969 -58.251146 -62.446323 -58.252448 1719.8 BRAVOSEIS
101304 2019-01-21 12:43:12.122382 -62.446697 -58.251576 -62.446053 -58.252876 1720.1 BRAVOSEIS
101305 2019-01-21 12:43:28.160421 -62.446424 -58.251991 -62.445784 -58.253307 1719.1 BRAVOSEIS
101306 2019-01-21 12:43:44.182431 -62.446153 -58.252430 -62.445514 -58.253738 1719.4 BRAVOSEIS
101307 2019-01-21 12:44:00.543274 -62.445883 -58.252859 -62.445238 -58.254162 1719.6 BRAVOSEIS
101308 2019-01-21 12:44:16.905794 -62.445617 -58.253303 -62.444966 -58.254603 1720.0 BRAVOSEIS
101309 2019-01-21 12:44:32.857664 -62.445345 -58.253717 -62.444707 -58.255018 1719.5 BRAVOSEIS
101310 2019-01-21 12:44:49.237950 -62.445065 -58.254142 -62.444432 -58.255449 1719.2 BRAVOSEIS
101311 2019-01-21 12:45:05.489754 -62.444795 -58.254589 -62.444156 -58.255884 1717.4 BRAVOSEIS
101312 2019-01-21 12:45:21.452964 -62.444531 -58.255022 -62.443886 -58.256311 1717.2 BRAVOSEIS
101313 2019-01-21 12:45:37.320636 -62.444260 -58.255446 -62.443620 -58.256746 1717.2 BRAVOSEIS
101314 2019-01-21 12:45:53.393714 -62.443983 -58.255863 -62.443347 -58.257175 1716.9 BRAVOSEIS
101315 2019-01-21 12:46:09.540699 -62.443718 -58.256312 -62.443074 -58.257610 1715.6 BRAVOSEIS
101316 2019-01-21 12:46:25.498158 -62.443447 -58.256752 -62.442802 -58.258059 1714.9 BRAVOSEIS
101317 2019-01-21 12:46:40.809640 -62.443175 -58.257181 -62.442533 -58.258491 1714.8 BRAVOSEIS
101318 2019-01-21 12:46:56.680510 -62.442909 -58.257621 -62.442250 -58.258898 1710.9 BRAVOSEIS
101319 2019-01-21 12:47:12.573767 -62.442641 -58.258052 -62.441987 -58.259301 1710.3 BRAVOSEIS
101320 2019-01-21 12:47:28.998974 -62.442351 -58.258434 -62.441712 -58.259723 1708.2 BRAVOSEIS
101321 2019-01-21 12:47:45.074677 -62.442082 -58.258865 -62.441443 -58.260154 1709.9 BRAVOSEIS
101322 2019-01-21 12:48:01.407579 -62.441807 -58.259281 -62.441175 -58.260596 1707.9 BRAVOSEIS
101323 2019-01-21 12:48:17.564109 -62.441533 -58.259710 -62.440901 -58.261026 1709.7 BRAVOSEIS
101324 2019-01-21 12:48:33.678736 -62.441270 -58.260157 -62.440629 -58.261463 1710.9 BRAVOSEIS
101325 2019-01-21 12:48:49.736155 -62.441003 -58.260596 -62.440360 -58.261898 1715.5 BRAVOSEIS
101326 2019-01-21 12:49:05.827962 -62.440730 -58.261030 -62.440086 -58.262332 1711.1 BRAVOSEIS
101327 2019-01-21 12:49:21.874496 -62.440463 -58.261474 -62.439816 -58.262756 1708.7 BRAVOSEIS
101328 2019-01-21 12:49:37.835479 -62.440190 -58.261899 -62.439539 -58.263173 1708.0 BRAVOSEIS
101329 2019-01-21 12:49:53.669762 -62.439914 -58.262310 -62.439266 -58.263580 1710.3 BRAVOSEIS
101330 2019-01-21 12:50:09.566515 -62.439638 -58.262716 -62.438990 -58.264000 1711.1 BRAVOSEIS
101331 2019-01-21 12:50:25.470139 -62.439362 -58.263140 -62.438713 -58.264404 1706.8 BRAVOSEIS
101332 2019-01-21 12:50:41.498245 -62.439082 -58.263522 -62.438444 -58.264835 1710.7 BRAVOSEIS
101333 2019-01-21 12:50:57.593831 -62.438807 -58.263961 -62.438170 -58.265269 1701.4 BRAVOSEIS
101334 2019-01-21 12:51:13.655309 -62.438536 -58.264398 -62.437898 -58.265709 1698.9 BRAVOSEIS
101335 2019-01-21 12:51:29.596772 -62.438264 -58.264812 -62.437633 -58.266153 1705.1 BRAVOSEIS
101336 2019-01-21 12:51:45.515054 -62.437990 -58.265246 -62.437362 -58.266583 1699.0 BRAVOSEIS
101337 2019-01-21 12:52:01.596270 -62.437729 -58.265698 -62.437085 -58.267007 1700.2 BRAVOSEIS
101338 2019-01-21 12:52:17.679045 -62.437458 -58.266125 -62.436811 -58.267442 1696.4 BRAVOSEIS
101339 2019-01-21 12:52:33.636930 -62.437184 -58.266548 -62.436547 -58.267890 1695.0 BRAVOSEIS
